OP,NCC,GCC,SLCC
1.0,0.00027639580000000003,1.0,0.0
0.9997235999999999,0.0011055832000000001,0.99917084,0.00027639580000000003
0.9994472,0.001381979,0.9988944,0.00027639580000000003
0.99917084,0.0016583748,0.998618,0.00027639580000000003
0.9988944,0.0019347706,0.9983415999999999,0.00027639580000000003
0.998618,0.0022111663,0.99806523,0.00027639580000000003
0.9983415999999999,0.0024875621,0.99778885,0.00027639580000000003
0.99806523,0.0030403538000000003,0.997236,0.00027639580000000003
0.99778885,0.0035931454,0.99668324,0.00027639580000000003
0.99751246,0.0038695412,0.99640685,0.00027639580000000003
0.997236,0.004145937,0.99613047,0.00027639580000000003
0.9969596,0.0044223326,0.9958541,0.00027639580000000003
0.99668324,0.0046987287,0.9955777,0.00027639580000000003
0.99640685,0.0049751243,0.99530125,0.00027639580000000003
0.99613047,0.0052515203000000005,0.99502486,0.00027639580000000003
0.9958541,0.005527916,0.9947485,0.00027639580000000003
0.9955777,0.005804312,0.9944721,0.00027639580000000003
0.99530125,0.0060807075,0.9941957,0.00027639580000000003
0.99502486,0.0063571036,0.9939193000000001,0.00027639580000000003
0.9947485,0.0069098948,0.9930901,0.0005527916000000001
0.9944721,0.007186291,0.9928136999999999,0.0005527916000000001
0.9941957,0.0074626864,0.9925373,0.0005527916000000001
0.9939193000000001,0.0077390824,0.99226093,0.0005527916000000001
0.9936429,0.008015478000000001,0.99198455,0.0005527916000000001
0.9933665,0.008291874,0.9917081,0.0005527916000000001
0.9930901,0.00856827,0.9914316999999999,0.0005527916000000001
0.9928136999999999,0.008844665,0.9911553,0.0005527916000000001
0.9925373,0.010226645,0.98977333,0.0005527916000000001
0.99226093,0.010503041000000001,0.98949695,0.0005527916000000001
0.99198455,0.010779436000000002,0.98922056,0.0005527916000000001
0.9917081,0.011055832,0.9889441999999999,0.0005527916000000001
0.9914316999999999,0.011332228,0.9886678,0.0005527916000000001
0.9911553,0.011608624,0.9883914,0.0005527916000000001
0.99087894,0.011885018999999998,0.98811495,0.0005527916000000001
0.99060255,0.012161415,0.98783857,0.0005527916000000001
0.99032617,0.012437811000000002,0.9875622,0.0005527916000000001
0.9900498,0.012714207,0.9872858,0.0005527916000000001
0.98977333,0.012990602,0.9870094000000001,0.0005527916000000001
0.98949695,0.013266998,0.986733,0.0005527916000000001
0.98922056,0.013543393999999999,0.98645663,0.0005527916000000001
0.9889441999999999,0.014096186,0.9859038,0.0005527916000000001
0.9886678,0.014648978,0.98507464,0.0005527916000000001
0.9883914,0.014925373,0.98479825,0.0005527916000000001
0.98811495,0.015201768999999999,0.9845218000000001,0.0005527916000000001
0.98783857,0.015478165,0.9842453999999999,0.0005527916000000001
0.9875622,0.01575456,0.98396903,0.0005527916000000001
0.9872858,0.016030956000000002,0.98369265,0.0005527916000000001
0.9870094000000001,0.016307352,0.98341626,0.0005527916000000001
0.986733,0.016583748,0.9831399,0.0005527916000000001
0.98645663,0.016860144,0.9828635,0.0005527916000000001
